80 26
80 27
79 27
72 31
72 32
46 59
46 58
81 49
81 48
79 47
78 54
76 41
85 46
86 46
86 47
87 47
88 47
87 46
88 46
87 45
88 45
89 45
89 44
88 44
88 48
89 46
88 49
87 49
88 43
88 42
88 41
87 41
87 42
53 55
82 48
82 49
83 49
82 50
82 51
81 51
81 50
83 50
83 51
83 48
83 47
84 47
85 47
84 46
84 48
83 46
82 47
82 46
82 45
81 45
80 45
80 44
81 46
81 47
80 47
80 46
79 46
71 85
55 77
58 75
58 76
57 76
64 81
64 82
65 81
65 82
63 81
63 80
62 80
62 79
63 82
61 80
60 80
60 79
59 80
59 81
61 79
61 78
59 79
62 81
58 79
57 79
57 80
58 80
57 78
56 79
56 78
56 80
56 81
55 81
55 80
54 80
53 80
53 81
56 77
52 81
51 81
51 82
51 83
52 80
51 80
52 79
51 79
55 79
54 79
55 78
56 76
50 80
52 82
52 83
53 83
53 82
54 82
55 82
55 83
53 84
52 84
52 78
53 79
50 81
54 81
54 83
51 84
51 85
51 86
52 86
52 85
62 82
61 82
62 83
61 83
63 83
63 84
64 84
60 82
60 81
59 82
60 83
64 83
65 83
66 83
67 83
68 83
66 84
65 84
67 84
66 85
65 85
64 85
65 86
64 86
65 87
65 88
66 88
65 89
64 89
63 89
64 88
64 87
63 90
62 90
62 89
63 91
62 88
62 87
61 87
67 88
64 91
66 89
67 89
67 90
63 87
63 92
64 92
66 87
66 86
61 86
60 86
68 82
68 81
63 88
50 79
49 79
49 78
48 79
48 78
61 88
47 78
46 78
46 79
45 79
47 79
47 80
46 80
45 80
44 80
44 81
43 81
43 80
43 79
43 78
43 77
43 82
42 82
42 78
42 79
58 78
57 77
58 77
59 77
60 77
59 76
59 83
59 84
58 84
58 85
58 86
58 87
57 87
57 88
58 88
59 88
57 89
59 89
56 87
57 86
57 85
57 84
56 85
55 85
55 84
54 84
55 86
55 87
54 87
54 88
56 86
54 89
54 90
53 87
53 88
53 86
59 87
56 88
55 88
55 89
55 90
56 89
60 89
57 83
57 82
56 82
57 81
59 85
59 86
60 85
59 90
60 90
60 91
58 90
61 90
61 89
58 83
58 82
62 44
61 44
61 45
62 45
47 70
53 70
53 71
52 71
52 72
53 69
62 40
61 40
60 40
62 39
63 39
64 39
63 38
63 37
62 37
61 37
60 37
61 38
60 36
59 36
61 39
60 38
59 37
60 41
59 41
58 41
57 41
59 40
58 40
57 40
63 36
62 36
61 36
58 39
59 39
57 39
57 38
56 38
55 38
60 39
62 35
45 63
67 49
79 32
80 32
80 31
80 30
81 30
81 29
81 28
82 28
83 28
84 28
85 28
85 27
85 29
85 30
84 29
86 27
86 28
86 29
87 28
87 29
88 29
83 29
86 26
86 25
85 25
85 26
82 30
85 24
86 24
84 24
84 23
83 23
83 22
82 22
82 21
83 21
84 21
84 22
82 23
85 22
86 22
85 21
86 21
86 20
85 20
86 19
84 20
87 19
87 18
87 21
88 21
83 20
87 20
85 23
86 23
81 22
81 23
81 24
80 24
81 25
80 23
80 22
84 19
83 19
85 19
85 18
84 18
83 18
88 20
88 19
89 19
90 19
89 20
90 20
91 20
91 21
92 20
91 22
91 23
90 18
91 18
91 19
90 22
90 21
92 22
92 19
93 19
93 18
93 17
93 16
92 17
92 16
91 16
92 18
94 18
94 17
94 19
94 20
92 21
93 21
93 22
94 21
94 22
95 22
95 23
94 23
95 21
95 20
96 20
92 23
92 24
91 24
93 24
89 22
89 23
88 22
90 23
87 22
88 23
88 24
90 24
89 24
90 25
91 25
91 26
92 26
92 25
92 27
93 27
93 26
94 26
94 25
93 25
88 25
89 25
87 25
90 26
93 15
95 24
95 25
95 26
96 26
96 27
96 28
96 29
95 28
95 29
94 28
93 28
92 28
94 27
93 29
94 29
94 30
95 30
95 31
94 31
94 32
95 32
96 32
96 31
93 30
92 30
92 29
91 29
91 28
93 31
92 31
95 33
87 23
87 24
91 31
90 31
90 32
90 33
89 33
89 34
88 33
87 33
87 34
88 32
87 35
86 33
85 33
85 34
87 32
84 33
84 32
85 32
83 32
86 32
83 33
86 34
83 31
82 32
82 33
81 32
87 36
88 36
86 36
86 37
86 38
83 34
84 34
84 31
84 30
83 30
82 31
82 34
82 35
82 36
83 36
83 35
89 32
89 31
89 30
89 29
85 36
85 35
81 31
90 34
88 34
88 35
80 21
80 20
79 20
81 20
81 19
82 20
81 21
81 18
81 17
80 19
79 19
79 18
80 18
96 33
97 33
97 32
98 33
97 31
98 31
98 32
86 35
79 23
79 22
78 22
78 21
77 21
77 20
76 20
76 21
76 19
77 19
78 19
78 20
77 18
78 18
78 17
79 17
79 16
78 16
78 15
79 15
77 15
78 14
77 14
76 14
76 13
77 13
75 14
75 13
74 13
75 12
75 11
73 13
73 12
72 12
75 10
76 12
76 11
77 11
77 12
78 11
78 12
78 10
79 10
79 11
80 11
80 10
80 9
79 9
78 9
77 9
77 10
77 8
77 7
76 10
79 8
79 7
79 6
80 6
78 8
81 9
76 9
76 8
76 7
75 7
74 7
75 6
75 5
76 5
76 4
75 8
74 8
80 7
81 7
81 8
82 8
82 9
82 10
82 11
81 11
81 10
83 11
74 6
73 6
73 7
73 8
73 9
73 10
72 9
74 9
74 10
73 5
72 5
71 5
71 6
71 4
72 4
72 3
70 6
71 3
70 3
69 3
69 2
75 9
83 10
83 9
83 12
71 9
70 9
72 6
71 8
70 8
70 7
69 7
69 6
69 5
68 5
68 6
69 4
70 4
91 17
90 17
89 17
89 16
90 16
88 16
88 17
87 16
87 15
87 14
86 14
88 18
86 13
87 13
88 13
87 12
87 11
87 17
86 17
86 18
86 11
85 11
84 11
85 12
84 12
86 12
77 17
77 16
76 16
76 15
75 15
74 15
73 15
74 14
73 14
72 14
72 13
72 15
72 16
73 16
71 15
71 16
71 17
70 17
70 16
69 16
68 16
70 15
70 18
71 18
70 19
71 19
69 18
68 18
72 19
72 18
69 19
71 20
68 19
67 19
67 20
67 21
68 20
72 20
71 13
67 18
73 17
73 18
74 18
74 19
74 20
74 17
75 17
75 18
72 21
72 22
70 2
70 1
71 2
70 0
